-2.406263910233974457e-01 3.397265076637268066e-01 9.839240461587905884e-02
-5.611884593963623047e-01 7.967250049114227295e-01 4.464411363005638123e-01
-1.061750873923301697e+00 1.262660324573516846e+00 5.636147409677505493e-01
-1.476854383945465088e+00 1.694575697183609009e+00 7.091242820024490356e-01
-1.675315648317337036e+00 2.301404625177383423e+00 1.120078563690185547e+00
-1.732515543699264526e+00 3.048350512981414795e+00 1.334694921970367432e+00
-1.622342020273208618e+00 3.525699675083160400e+00 1.428403407335281372e+00
-1.450523138046264648e+00 3.818462491035461426e+00 1.762362122535705566e+00
-1.410673409700393677e+00 4.005856215953826904e+00 1.812946200370788574e+00
-1.641893088817596436e+00 4.077933132648468018e+00 1.446058750152587891e+00
-2.033313214778900146e+00 3.911605775356292725e+00 1.247891560196876526e+00
-2.646755874156951904e+00 3.366355597972869873e+00 9.837559610605239868e-01
-3.374762833118438721e+00 2.695068120956420898e+00 6.256575882434844971e-01
-4.411667883396148682e+00 2.176341563463211060e+00 2.090159244835376740e-01
-5.411996841430664062e+00 1.452815979719161987e+00 -1.305491104722023010e-01
-6.574857831001281738e+00 8.294398337602615356e-01 -1.241394132375717163e-01
-7.747277617454528809e+00 4.840616509318351746e-01 -3.522410988807678223e-03
-8.753126859664916992e+00 1.770152524113655090e-01 -5.001985933631658554e-02
-9.843233823776245117e+00 -2.733351103961467743e-01 -7.668337784707546234e-02
-1.120677471160888672e+01 -7.106649130582809448e-01 1.026108860969543457e-01
-1.251128435134887695e+01 -1.118258088827133179e+00 2.869858592748641968e-01
-1.383330345153808594e+01 -1.224346160888671875e+00 5.021962895989418030e-01
-1.482354283332824707e+01 -1.191609799861907959e+00 4.879384487867355347e-01
-1.566411018371582031e+01 -1.103878095746040344e+00 4.094790667295455933e-01
-1.656715154647827148e+01 -9.870635718107223511e-01 4.924825951457023621e-01
-1.743984222412109375e+01 -6.324823945760726929e-01 5.304602533578872681e-01
-1.830972671508789062e+01 -5.522549524903297424e-01 3.798359259963035583e-01
-1.937393426895141602e+01 -2.903515659272670746e-01 1.119285635650157928e-01
-2.046252012252807617e+01 2.192419208586215973e-01 2.010898850858211517e-01
-2.134684562683105469e+01 7.637701928615570068e-01 1.434764172881841660e-01
-2.197096824645996094e+01 1.157506704330444336e+00 3.019803576171398163e-01
-2.243330240249633789e+01 1.722631454467773438e+00 3.820262476801872253e-01
-2.280413866043090820e+01 2.233791202306747437e+00 3.398747742176055908e-01
-2.305082798004150391e+01 2.530264258384704590e+00 4.994235932826995850e-01
-2.350727319717407227e+01 2.745741009712219238e+00 7.374548912048339844e-01
-2.406147718429565430e+01 2.645901143550872803e+00 1.103810742497444153e+00
-2.462884187698364258e+01 2.161274403333663940e+00 1.614448875188827515e+00
-2.517255544662475586e+01 1.577313840389251709e+00 2.015512585639953613e+00
-2.561684370040893555e+01 1.092051267623901367e+00 2.561625242233276367e+00
-2.583715200424194336e+01 6.901923567056655884e-01 2.956117987632751465e+00
-2.587335109710693359e+01 -8.264227770268917084e-02 3.300547003746032715e+00
-2.565309047698974609e+01 -8.980426937341690063e-01 3.593724966049194336e+00
-2.536805152893066406e+01 -1.547085642814636230e+00 3.903346061706542969e+00
-2.488594055175781250e+01 -2.271446883678436279e+00 4.311146736145019531e+00
-2.454586505889892578e+01 -3.194709122180938721e+00 4.664299190044403076e+00
-2.405340671539306641e+01 -4.093582034111022949e+00 5.196986794471740723e+00
-2.346808910369873047e+01 -5.034903883934020996e+00 5.833640098571777344e+00
-2.309454917907714844e+01 -5.935086607933044434e+00 6.093264222145080566e+00
-2.220681667327880859e+01 -6.750164628028869629e+00 5.968672633171081543e+00
-2.116780281066894531e+01 -7.704417109489440918e+00 5.734871625900268555e+00
-1.993440151214599609e+01 -8.667834401130676270e+00 5.432313084602355957e+00
-1.893236756324768066e+01 -9.283304214477539062e+00 5.190710425376892090e+00
-1.830173134803771973e+01 -9.775299429893493652e+00 4.848051071166992188e+00
-1.810995578765869141e+01 -1.040031075477600098e+01 4.513195455074310303e+00
-1.816203832626342773e+01 -1.068881034851074219e+01 4.280618429183959961e+00
-1.860025525093078613e+01 -1.115826845169067383e+01 4.233449995517730713e+00
-1.930222392082214355e+01 -1.180961608886718750e+01 4.305685460567474365e+00
-2.026016950607299805e+01 -1.265643119812011719e+01 4.396008849143981934e+00
-2.117305040359497070e+01 -1.342494368553161621e+01 4.772021174430847168e+00
-2.190552473068237305e+01 -1.435504794120788574e+01 5.218257904052734375e+00
-2.253750801086425781e+01 -1.550459861755371094e+01 5.742243528366088867e+00
-2.310699701309204102e+01 -1.665128946304321289e+01 6.013041138648986816e+00
-2.345915794372558594e+01 -1.735141754150390625e+01 5.922240018844604492e+00
-2.350461006164550781e+01 -1.789053440093994141e+01 5.753569006919860840e+00
-2.324948787689208984e+01 -1.871771454811096191e+01 5.640050768852233887e+00
-2.279410362243652344e+01 -1.958171606063842773e+01 5.474413633346557617e+00
-2.228189706802368164e+01 -2.058328151702880859e+01 4.804837405681610107e+00
-2.184483289718627930e+01 -2.184301614761352539e+01 4.099842607975006104e+00
-2.119556665420532227e+01 -2.314380168914794922e+01 3.208531439304351807e+00
-2.025306224822998047e+01 -2.427481174468994141e+01 2.410351783037185669e+00
-1.927981019020080566e+01 -2.528241634368896484e+01 1.729931384325027466e+00
-1.835002422332763672e+01 -2.614436626434326172e+01 9.609274566173553467e-01
-1.729051947593688965e+01 -2.680093050003051758e+01 2.917493693530559540e-01
-1.615078091621398926e+01 -2.760275602340698242e+01 -6.839961279183626175e-02
-1.517438411712646484e+01 -2.843651771545410156e+01 -2.084069140255451202e-01
-1.433799743652343750e+01 -2.915877342224121094e+01 -5.190222058445215225e-02
-1.367385983467102051e+01 -2.980886936187744141e+01 4.704412072896957397e-01
-1.305473566055297852e+01 -3.046701908111572266e+01 1.150980144739151001e+00
-1.242354631423950195e+01 -3.080649375915527344e+01 1.752088814973831177e+00
-1.196955204010009766e+01 -3.090781211853027344e+01 2.256958037614822388e+00
-1.189263224601745605e+01 -3.095500230789184570e+01 2.722509205341339111e+00
-1.190702080726623535e+01 -3.077723741531372070e+01 3.067194223403930664e+00
-1.184277892112731934e+01 -3.044196844100952148e+01 3.246957063674926758e+00
-1.170213103294372559e+01 -2.998819589614868164e+01 3.315814435482025146e+00
-1.178688764572143555e+01 -2.955593824386596680e+01 3.122563660144805908e+00
-1.210302829742431641e+01 -2.928957223892211914e+01 2.676772773265838623e+00
-1.271970152854919434e+01 -2.873077392578125000e+01 2.321382910013198853e+00
-1.360764265060424805e+01 -2.804895877838134766e+01 1.938795000314712524e+00
-1.450559496879577637e+01 -2.772902250289916992e+01 1.521121710538864136e+00
-1.521617531776428223e+01 -2.735590457916259766e+01 1.448796689510345459e+00
-1.604212999343872070e+01 -2.708501338958740234e+01 1.293772310018539429e+00
-1.690987706184387207e+01 -2.684554576873779297e+01 1.066040173172950745e+00
-1.769270896911621094e+01 -2.659166574478149414e+01 9.659282118082046509e-01
-1.837986350059509277e+01 -2.657570362091064453e+01 8.350511640310287476e-01
-1.889589905738830566e+01 -2.649089574813842773e+01 8.198294788599014282e-01
-1.955247044563293457e+01 -2.634393215179443359e+01 5.951130017638206482e-01
-2.003840684890747070e+01 -2.626418828964233398e+01 4.588588699698448181e-01
-2.075198411941528320e+01 -2.626309156417846680e+01 9.000552818179130554e-02
-2.151767969131469727e+01 -2.635442495346069336e+01 -4.951145499944686890e-01
-2.226570606231689453e+01 -2.648289918899536133e+01 -9.600041806697845459e-01
-2.289798021316528320e+01 -2.635137081146240234e+01 -1.404941082000732422e+00
-2.337818861007690430e+01 -2.599202871322631836e+01 -1.648048907518386841e+00
-2.386704921722412109e+01 -2.564848423004150391e+01 -1.776761859655380249e+00
-2.429875135421752930e+01 -2.517263174057006836e+01 -1.955684423446655273e+00
-2.459468841552734375e+01 -2.461638212203979492e+01 -2.488069385290145874e+00
-2.485899209976196289e+01 -2.366496801376342773e+01 -3.154690563678741455e+00
-2.513195753097534180e+01 -2.295190334320068359e+01 -3.979773521423339844e+00
-2.559998512268066406e+01 -2.243913412094116211e+01 -4.857404828071594238e+00
-2.611443281173706055e+01 -2.174449682235717773e+01 -5.665656328201293945e+00
-2.649389028549194336e+01 -2.095670938491821289e+01 -6.503071188926696777e+00
-2.689837217330932617e+01 -2.039974689483642578e+01 -7.065752744674682617e+00
-2.725859165191650391e+01 -1.979084253311157227e+01 -7.499316334724426270e+00
-2.737568616867065430e+01 -1.924406409263610840e+01 -7.829869389533996582e+00
-2.705607175827026367e+01 -1.884285449981689453e+01 -8.173341751098632812e+00
-2.659043312072753906e+01 -1.850447893142700195e+01 -8.353077173233032227e+00
-2.609998464584350586e+01 -1.812637329101562500e+01 -8.166537284851074219e+00
-2.561006784439086914e+01 -1.786763906478881836e+01 -7.817863225936889648e+00
-2.510325193405151367e+01 -1.768584132194519043e+01 -7.399588227272033691e+00
-2.451056718826293945e+01 -1.737274289131164551e+01 -6.823276281356811523e+00
-2.392655611038208008e+01 -1.703814387321472168e+01 -6.118289828300476074e+00
-2.369386196136474609e+01 -1.688270092010498047e+01 -5.657472014427185059e+00
-2.363169431686401367e+01 -1.680843710899353027e+01 -5.132154226303100586e+00
-2.342048406600952148e+01 -1.689526796340942383e+01 -4.469887018203735352e+00
-2.281471014022827148e+01 -1.712349057197570801e+01 -3.507358431816101074e+00
-2.206563234329223633e+01 -1.735425233840942383e+01 -2.678921818733215332e+00
-2.139241456985473633e+01 -1.755217432975769043e+01 -2.020101696252822876e+00
-2.079583406448364258e+01 -1.776893019676208496e+01 -1.629491746425628662e+00
-2.009817123413085938e+01 -1.762436985969543457e+01 -1.286059468984603882e+00
-1.923572182655334473e+01 -1.767985582351684570e+01 -9.194769710302352905e-01
-1.840564608573913574e+01 -1.763245582580566406e+01 -7.713022083044052124e-01
-1.795226335525512695e+01 -1.747611761093139648e+01 -7.524856179952621460e-01
